"Institution","Term","Session","Course ID","Subject","Catalog#","Section","Component","Class Stat","Class Title","Class#","Total Enrollment"
"QNS01","1119","1","003006","ACCT"," 100","01","LEC","Active","FIN & MGR ACCT","2909","24"
"QNS01","1119","1","003006","ACCT"," 100","02","LEC","Active","FIN & MGR ACCT","2910","26"
"QNS01","1119","1","003006","ACCT"," 100","03","LEC","Active","FIN & MGR ACCT","2908","32"
"QNS01","1122","1","003006","ACCT"," 100","01","LEC","Active","FIN & MGR ACCT","4440","0"
"QNS01","1122","1","003006","ACCT"," 100","02","LEC","Active","FIN & MGR ACCT","4442","0"
"QNS01","1122","1","003006","ACCT"," 100","03","LEC","Active","FIN & MGR ACCT","4443","0"
"QNS01","1119","1","003007","ACCT"," 101","01","LEC","Active","INT TH & PR 1","3866","63"
"QNS01","1119","1","003007","ACCT"," 101","02","LEC","Active","INT TH & PR 1","3870","34"
"QNS01","1119","1","003007","ACCT"," 101","03","LEC","Active","INT TH & PR 1","3871","52"
"QNS01","1119","1","003007","ACCT"," 101","04","LEC","Active","INT TH & PR 1","3877","101"
"QNS01","1119","1","003007","ACCT"," 101","05","LEC","Active","INT TH & PR 1","3924","38"
"QNS01","1119","1","003007","ACCT"," 101","06","LEC","Active","INT TH & PR 1","3926","29"
"QNS01","1119","1","003007","ACCT"," 101","07","LEC","Active","INT TH & PR 1","3938","54"
"QNS01","1119","1","003007","ACCT"," 101","08","LEC","Active","INT TH & PR 1","3976","40"
"QNS01","1119","1","003007","ACCT"," 101","09","LEC","Active","INT TH & PR 1","4035","32"
"QNS01","1119","1","003007","ACCT"," 101","10","LEC","Active","INT TH & PR 1","4042","46"
"QNS01","1119","1","003007","ACCT"," 101","11","LEC","Cancelled","INT TH & PR 1","4049","0"
"QNS01","1122","1","003007","ACCT"," 101","01","LEC","Active","INT TH & PR 1","7122","0"
"QNS01","1122","1","003007","ACCT"," 101","02","LEC","Active","INT TH & PR 1","7128","0"
"QNS01","1122","1","003007","ACCT"," 101","03","LEC","Active","INT TH & PR 1","7135","0"
"QNS01","1122","1","003007","ACCT"," 101","05","LEC","Active","INT TH & PR 1","7141","0"
"QNS01","1122","1","003007","ACCT"," 101","08","LEC","Active","INT TH & PR 1","7157","0"
"QNS01","1122","1","003007","ACCT"," 101","09","LEC","Active","INT TH & PR 1","7160","0"
"QNS01","1122","1","003007","ACCT"," 101","10","LEC","Active","INT TH & PR 1","7165","0"
"QNS01","1122","1","003007","ACCT"," 101","11","LEC","Active","INT TH & PR 1","7171","0"
"QNS01","1122","1","003007","ACCT"," 101","4","LEC","Active","INT TH & PR 1","7137","0"
"QNS01","1122","1","003007","ACCT"," 101","6","LEC","Active","INT TH & PR 1","7151","0"
"QNS01","1122","1","003007","ACCT"," 101","7","LEC","Active","INT TH & PR 1","7155","0"
"QNS01","1119","1","003008","ACCT"," 102","01","LEC","Active","INT TH & PR 2","4315","36"
"QNS01","1119","1","003008","ACCT"," 102","02","LEC","Active","INT TH & PR 2","4319","38"
"QNS01","1119","1","003008","ACCT"," 102","03","LEC","Active","INT TH & PR 2","4335","55"
"QNS01","1119","1","003008","ACCT"," 102","04","LEC","Active","INT TH & PR 2","4339","39"
"QNS01","1119","1","003008","ACCT"," 102","05","LEC","Active","INT TH & PR 2","4344","48"
"QNS01","1119","1","003008","ACCT"," 102","06","LEC","Active","INT TH & PR 2","5138","37"
"QNS01","1119","1","003008","ACCT"," 102","07","LEC","Active","INT TH & PR 2","5147","31"
"QNS01","1119","1","003008","ACCT"," 102","08","LEC","Active","INT TH & PR 2","5151","12"
"QNS01","1119","1","003008","ACCT"," 102","09","LEC","Active","INT TH & PR 2","5159","26"
"QNS01","1119","1","003008","ACCT"," 102","10","LEC","Cancelled","INT TH & PR 2","5168","0"
"QNS01","1122","1","003008","ACCT"," 102","01","LEC","Active","INT TH & PR 2","7176","0"
"QNS01","1122","1","003008","ACCT"," 102","02","LEC","Active","INT TH & PR 2","7221","0"
"QNS01","1122","1","003008","ACCT"," 102","03","LEC","Active","INT TH & PR 2","7225","0"
"QNS01","1122","1","003008","ACCT"," 102","04","LEC","Active","INT TH & PR 2","7226","0"
"QNS01","1122","1","003008","ACCT"," 102","05","LEC","Active","INT TH & PR 2","7231","0"
"QNS01","1122","1","003008","ACCT"," 102","06","LEC","Active","INT TH & PR 2","7234","0"
"QNS01","1122","1","003008","ACCT"," 102","07","LEC","Active","INT TH & PR 2","7239","0"
"QNS01","1122","1","003008","ACCT"," 102","08","LEC","Active","INT TH & PR 2","7243","0"
"QNS01","1122","1","003008","ACCT"," 102","09","LEC","Active","INT TH & PR 2","7247","0"
"QNS01","1122","1","003008","ACCT"," 102","10","LEC","Active","INT TH & PR 2","7252","0"
"QNS01","1119","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","5174","54"
"QNS01","1119","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","5180","60"
"QNS01","1119","1","003009","ACCT"," 201","03","LEC","Active","INTER ACCT 1","5184","56"
"QNS01","1119","1","003009","ACCT"," 201","04","LEC","Active","INTER ACCT 1","5188","55"
"QNS01","1119","1","003009","ACCT"," 201","05","LEC","Active","INTER ACCT 1","5192","54"
"QNS01","1119","1","003009","ACCT"," 201","06","LEC","Active","INTER ACCT 1","5196","49"
"QNS01","1122","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","7255","0"
"QNS01","1122","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","7257","0"
"QNS01","1122","1","003009","ACCT"," 201","03","LEC","Active","INTER ACCT 1","7261","0"
"QNS01","1122","1","003009","ACCT"," 201","04","LEC","Active","INTER ACCT 1","7262","0"
"QNS01","1122","1","003009","ACCT"," 201","05","LEC","Active","INTER ACCT 1","7268","0"
"QNS01","1122","1","003009","ACCT"," 201","06","LEC","Active","INTER ACCT 1","7270","0"
"QNS01","1119","1","003010","ACCT"," 202","01","LEC","Active","INTER ACCT 2","5199","46"
"QNS01","1119","1","003010","ACCT"," 202","02","LEC","Active","INTER ACCT 2","5201","54"
"QNS01","1119","1","003010","ACCT"," 202","03","LEC","Active","INTER ACCT 2","5203","54"
"QNS01","1119","1","003010","ACCT"," 202","04","LEC","Active","INTER ACCT 2","5205","28"
"QNS01","1119","1","003010","ACCT"," 202","05","LEC","Active","INTER ACCT 2","5222","29"
"QNS01","1119","1","003010","ACCT"," 202","06","LEC","Active","INTER ACCT 2","5229","41"
"QNS01","1119","1","003010","ACCT"," 202","07","LEC","Active","INTER ACCT 2","5244","53"
"QNS01","1119","1","003010","ACCT"," 202","08","LEC","Active","INTER ACCT 2","5245","39"
"QNS01","1122","1","003010","ACCT"," 202","01","LEC","Active","INTER ACCT 2","7271","0"
"QNS01","1122","1","003010","ACCT"," 202","02","LEC","Active","INTER ACCT 2","7272","0"
"QNS01","1122","1","003010","ACCT"," 202","03","LEC","Active","INTER ACCT 2","7275","0"
"QNS01","1122","1","003010","ACCT"," 202","04","LEC","Active","INTER ACCT 2","7280","0"
"QNS01","1122","1","003010","ACCT"," 202","05","LEC","Active","INTER ACCT 2","7285","0"
"QNS01","1122","1","003010","ACCT"," 202","06","LEC","Active","INTER ACCT 2","7287","0"
"QNS01","1122","1","003010","ACCT"," 202","07","LEC","Active","INTER ACCT 2","7318","0"
"QNS01","1119","1","003011","ACCT"," 261","01","LEC","Active","BUSINESS LAW I","5330","55"
"QNS01","1119","1","003011","ACCT"," 261","02","LEC","Active","BUSINESS LAW I","5333","54"
"QNS01","1119","1","003011","ACCT"," 261","03","LEC","Active","BUSINESS LAW I","5338","32"
"QNS01","1119","1","003011","ACCT"," 261","04","LEC","Active","BUSINESS LAW I","5340","53"
"QNS01","1119","1","003011","ACCT"," 261","05","LEC","Active","BUSINESS LAW I","5343","48"
"QNS01","1119","1","003011","ACCT"," 261","06","LEC","Active","BUSINESS LAW I","5347","48"
"QNS01","1119","1","003011","ACCT"," 261","07","LEC","Active","BUSINESS LAW I","5350","26"
"QNS01","1119","1","003011","ACCT"," 261","08","LEC","Active","BUSINESS LAW I","5351","40"
"QNS01","1122","1","003011","ACCT"," 261","01","LEC","Active","BUSINESS LAW I","7578","0"
"QNS01","1122","1","003011","ACCT"," 261","02","LEC","Active","BUSINESS LAW I","7581","0"
"QNS01","1122","1","003011","ACCT"," 261","03","LEC","Active","BUSINESS LAW I","7588","0"
"QNS01","1122","1","003011","ACCT"," 261","04","LEC","Active","BUSINESS LAW I","7591","0"
"QNS01","1122","1","003011","ACCT"," 261","05","LEC","Active","BUSINESS LAW I","7597","0"
"QNS01","1122","1","003011","ACCT"," 261","06","LEC","Active","BUSINESS LAW I","7612","0"
"QNS01","1122","1","003011","ACCT"," 261","07","LEC","Active","BUSINESS LAW I","7618","0"
"QNS01","1122","1","003011","ACCT"," 261","08","LEC","Active","BUSINESS LAW I","7632","0"
"QNS01","1122","WIN","003011","ACCT"," 261","01","LEC","Active","BUSINESS LAW I","7081","0"
"QNS01","1119","1","003013","ACCT"," 305","01","LEC","Active","COST ACCOUNTING","5248","44"
"QNS01","1119","1","003013","ACCT"," 305","02","LEC","Active","COST ACCOUNTING","5256","50"
"QNS01","1119","1","003013","ACCT"," 305","03","LEC","Active","COST ACCOUNTING","5277","22"
"QNS01","1119","1","003013","ACCT"," 305","04","LEC","Active","COST ACCOUNTING","5279","46"
"QNS01","1119","1","003013","ACCT"," 305","05","LEC","Active","COST ACCOUNTING","5280","33"
"QNS01","1119","1","003013","ACCT"," 305","06","LEC","Active","COST ACCOUNTING","5281","57"
"QNS01","1119","1","003013","ACCT"," 305","07","LEC","Active","COST ACCOUNTING","5285","20"
"QNS01","1122","1","003013","ACCT"," 305","01","LEC","Active","COST ACCOUNTING","7323","0"
"QNS01","1122","1","003013","ACCT"," 305","02","LEC","Active","COST ACCOUNTING","7326","0"
"QNS01","1122","1","003013","ACCT"," 305","03","LEC","Active","COST ACCOUNTING","7329","0"
"QNS01","1122","1","003013","ACCT"," 305","04","LEC","Active","COST ACCOUNTING","7330","0"
"QNS01","1122","1","003013","ACCT"," 305","05","LEC","Active","COST ACCOUNTING","7333","0"
"QNS01","1122","1","003013","ACCT"," 305","06","LEC","Active","COST ACCOUNTING","7335","0"
"QNS01","1122","1","003013","ACCT"," 305","07","LEC","Active","COST ACCOUNTING","7337","0"
"QNS01","1119","1","003014","ACCT"," 306","01","LEC","Active","TECH IN PLAN & CNTRL","5287","42"
"QNS01","1119","1","003014","ACCT"," 306","02","LEC","Active","TECH IN PLAN & CNTRL","5290","54"
"QNS01","1119","1","003014","ACCT"," 306","03","LEC","Active","TECH IN PLAN & CNTRL","5293","63"
"QNS01","1119","1","003014","ACCT"," 306","04","LEC","Active","TECH IN PLAN & CNTRL","5294","59"
"QNS01","1119","1","003014","ACCT"," 306","05","LEC","Active","TECH IN PLAN & CNTRL","5295","37"
"QNS01","1119","1","003014","ACCT"," 306","06","LEC","Active","TECH IN PLAN & CNTRL","5296","67"
"QNS01","1122","1","003014","ACCT"," 306","01","LEC","Active","TECH IN PLAN & CNTRL","7339","0"
"QNS01","1122","1","003014","ACCT"," 306","02","LEC","Active","TECH IN PLAN & CNTRL","7349","0"
"QNS01","1122","1","003014","ACCT"," 306","03","LEC","Active","TECH IN PLAN & CNTRL","7350","0"
"QNS01","1122","1","003014","ACCT"," 306","04","LEC","Active","TECH IN PLAN & CNTRL","7354","0"
"QNS01","1122","1","003014","ACCT"," 306","05","LEC","Active","TECH IN PLAN & CNTRL","7355","0"
"QNS01","1122","1","003014","ACCT"," 306","6","LEC","Active","TECH IN PLAN & CNTRL","7356","0"
"QNS01","1119","1","003015","ACCT"," 311","01","LEC","Active","ADVANCED ACCOUNTING","5298","20"
"QNS01","1119","1","003015","ACCT"," 311","02","LEC","Active","ADVANCED ACCOUNTING","5300","53"
"QNS01","1119","1","003015","ACCT"," 311","03","LEC","Active","ADVANCED ACCOUNTING","5301","54"
"QNS01","1119","1","003015","ACCT"," 311","04","LEC","Active","ADVANCED ACCOUNTING","5302","36"
"QNS01","1119","1","003015","ACCT"," 311","05","LEC","Active","ADVANCED ACCOUNTING","5303","37"
"QNS01","1119","1","003015","ACCT"," 311","06","LEC","Active","ADVANCED ACCOUNTING","5304","37"
"QNS01","1119","1","003015","ACCT"," 311","07","LEC","Active","ADVANCED ACCOUNTING","5306","63"
"QNS01","1122","1","003015","ACCT"," 311","01","LEC","Active","ADVANCED ACCOUNTING","7359","0"
"QNS01","1122","1","003015","ACCT"," 311","03","LEC","Active","ADVANCED ACCOUNTING","7363","0"
"QNS01","1122","1","003015","ACCT"," 311","04","LEC","Active","ADVANCED ACCOUNTING","7365","0"
"QNS01","1122","1","003015","ACCT"," 311","05","LEC","Active","ADVANCED ACCOUNTING","7366","0"
"QNS01","1122","1","003015","ACCT"," 311","06","LEC","Active","ADVANCED ACCOUNTING","7368","0"
"QNS01","1122","1","003015","ACCT"," 311","07","LEC","Active","ADVANCED ACCOUNTING","7370","0"
"QNS01","1122","1","003015","ACCT"," 311","2","LEC","Active","ADVANCED ACCOUNTING","7360","0"
"QNS01","1119","1","003016","ACCT"," 321","01","LEC","Active","AUDITING 1","5308","60"
"QNS01","1119","1","003016","ACCT"," 321","02","LEC","Active","AUDITING 1","5310","45"
"QNS01","1119","1","003016","ACCT"," 321","03","LEC","Active","AUDITING 1","5314","44"
"QNS01","1119","1","003016","ACCT"," 321","04","LEC","Active","AUDITING 1","5318","41"
"QNS01","1119","1","003016","ACCT"," 321","05","LEC","Active","AUDITING 1","5319","55"
"QNS01","1122","1","003016","ACCT"," 321","01","LEC","Active","AUDITING 1","7371","0"
"QNS01","1122","1","003016","ACCT"," 321","02","LEC","Active","AUDITING 1","7374","0"
"QNS01","1122","1","003016","ACCT"," 321","04","LEC","Active","AUDITING 1","7384","0"
"QNS01","1122","1","003016","ACCT"," 321","05","LEC","Active","AUDITING 1","7387","0"
"QNS01","1122","1","003016","ACCT"," 321","3","LEC","Active","AUDITING 1","7376","0"
"QNS01","1122","WIN","003016","ACCT"," 321","01","LEC","Active","AUDITING 1","7088","0"
"QNS01","1119","1","003017","ACCT"," 322","01","LEC","Active","AUDITING 2","5320","61"
"QNS01","1119","1","003017","ACCT"," 322","02","LEC","Active","AUDITING 2","5322","30"
"QNS01","1119","1","003017","ACCT"," 322","03","LEC","Active","AUDITING 2","5324","52"
"QNS01","1119","1","003017","ACCT"," 322","04","LEC","Active","AUDITING 2","5325","27"
"QNS01","1119","1","003017","ACCT"," 322","05","LEC","Active","AUDITING 2","5327","55"
"QNS01","1122","1","003017","ACCT"," 322","01","LEC","Active","AUDITING 2","7509","0"
"QNS01","1122","1","003017","ACCT"," 322","02","LEC","Active","AUDITING 2","7513","0"
"QNS01","1122","1","003017","ACCT"," 322","03","LEC","Active","AUDITING 2","7524","0"
"QNS01","1122","1","003017","ACCT"," 322","04","LEC","Active","AUDITING 2","7530","0"
"QNS01","1122","1","003017","ACCT"," 322","05","LEC","Active","AUDITING 2","7534","0"
"QNS01","1122","WIN","003020","ACCT"," 341","01","LEC","Active","ACCT INFO SYST","7105","0"
"QNS01","1119","1","003021","ACCT"," 343","01","LEC","Active","MICROCOMP APP ACC","6103","24"
"QNS01","1122","1","003021","ACCT"," 343","01","LEC","Active","MICROCOMP APP ACC","7556","0"
"QNS01","1119","1","003022","ACCT"," 350","01","LEC","Active","FIN ST ANALYSIS","5329","54"
"QNS01","1122","1","003022","ACCT"," 350","01","LEC","Active","FIN ST ANALYSIS","7676","0"
"QNS01","1119","1","003025","ACCT"," 362","01","LEC","Active","BUSINESS LAW 2","6106","37"
"QNS01","1119","1","003025","ACCT"," 362","02","LEC","Active","BUSINESS LAW 2","6110","65"
"QNS01","1122","1","003025","ACCT"," 362","01","LEC","Active","BUSINESS LAW 2","7673","0"
"QNS01","1122","1","003025","ACCT"," 362","02","LEC","Active","BUSINESS LAW 2","7674","0"
"QNS01","1119","1","003026","ACCT"," 362W","01","LEC","Active","BUSINESS LAW 2","5352","26"
"QNS01","1119","1","003026","ACCT"," 362W","02","LEC","Active","BUSINESS LAW 2","5354","26"
"QNS01","1119","1","003026","ACCT"," 362W","03","LEC","Active","BUSINESS LAW 2","5355","24"
"QNS01","1119","1","003026","ACCT"," 362W","04","LEC","Active","BUSINESS LAW 2","5358","24"
"QNS01","1119","1","003026","ACCT"," 362W","05","LEC","Active","BUSINESS LAW 2","5360","25"
"QNS01","1119","1","003026","ACCT"," 362W","06","LEC","Active","BUSINESS LAW 2","5362","25"
"QNS01","1119","1","003026","ACCT"," 362W","07","LEC","Active","BUSINESS LAW 2","5365","26"
"QNS01","1119","1","003026","ACCT"," 362W","08","LEC","Active","BUSINESS LAW 2","5366","25"
"QNS01","1119","1","003026","ACCT"," 362W","09","LEC","Active","BUSINESS LAW 2","5369","26"
"QNS01","1119","1","003026","ACCT"," 362W","10","LEC","Active","BUSINESS LAW 2","5371","24"
"QNS01","1122","1","003026","ACCT"," 362W","01","LEC","Active","BUSINESS LAW 2","7639","0"
"QNS01","1122","1","003026","ACCT"," 362W","02","LEC","Active","BUSINESS LAW 2","7643","0"
"QNS01","1122","1","003026","ACCT"," 362W","03","LEC","Active","BUSINESS LAW 2","7646","0"
"QNS01","1122","1","003026","ACCT"," 362W","04","LEC","Active","BUSINESS LAW 2","7654","0"
"QNS01","1122","1","003026","ACCT"," 362W","06","LEC","Active","BUSINESS LAW 2","7658","0"
"QNS01","1122","1","003026","ACCT"," 362W","08","LEC","Active","BUSINESS LAW 2","7663","0"
"QNS01","1122","1","003026","ACCT"," 362W","09","LEC","Active","BUSINESS LAW 2","7665","0"
"QNS01","1122","1","003026","ACCT"," 362W","10","LEC","Active","BUSINESS LAW 2","7671","0"
"QNS01","1122","1","003026","ACCT"," 362W","5","LEC","Active","BUSINESS LAW 2","7655","0"
"QNS01","1122","1","003026","ACCT"," 362W","7","LEC","Active","BUSINESS LAW 2","7661","0"
"QNS01","1119","1","003027","ACCT"," 363","01","LEC","Active","BUSINESS LAW 3","5585","31"
"QNS01","1119","1","003027","ACCT"," 363","02","LEC","Active","BUSINESS LAW 3","5593","40"
"QNS01","1119","1","003027","ACCT"," 363","03","LEC","Active","BUSINESS LAW 3","5599","33"
"QNS01","1122","1","003027","ACCT"," 363","01","LEC","Active","BUSINESS LAW 3","7677","0"
"QNS01","1122","1","003027","ACCT"," 363","02","LEC","Active","BUSINESS LAW 3","7679","0"
"QNS01","1122","1","003027","ACCT"," 363","03","LEC","Active","BUSINESS LAW 3","7684","0"
"QNS01","1119","1","003030","ACCT"," 367","01","LEC","Active","FED & NY ST TAX","5613","52"
"QNS01","1119","1","003030","ACCT"," 367","02","LEC","Active","FED & NY ST TAX","5626","40"
"QNS01","1119","1","003030","ACCT"," 367","03","LEC","Active","FED & NY ST TAX","5628","41"
"QNS01","1119","1","003030","ACCT"," 367","04","LEC","Active","FED & NY ST TAX","5643","54"
"QNS01","1119","1","003030","ACCT"," 367","05","LEC","Active","FED & NY ST TAX","5649","49"
"QNS01","1119","1","003030","ACCT"," 367","06","LEC","Active","FED & NY ST TAX","5652","41"
"QNS01","1119","1","003030","ACCT"," 367","07","LEC","Active","FED & NY ST TAX","5658","55"
"QNS01","1119","1","003030","ACCT"," 367","08","LEC","Active","FED & NY ST TAX","5659","29"
"QNS01","1122","1","003030","ACCT"," 367","01","LEC","Active","FED & NY ST TAX","7689","0"
"QNS01","1122","1","003030","ACCT"," 367","02","LEC","Active","FED & NY ST TAX","7692","0"
"QNS01","1122","1","003030","ACCT"," 367","03","LEC","Active","FED & NY ST TAX","7697","0"
"QNS01","1122","1","003030","ACCT"," 367","04","LEC","Active","FED & NY ST TAX","7698","0"
"QNS01","1122","1","003030","ACCT"," 367","05","LEC","Active","FED & NY ST TAX","7699","0"
"QNS01","1122","1","003030","ACCT"," 367","06","LEC","Active","FED & NY ST TAX","7706","0"
"QNS01","1122","1","003030","ACCT"," 367","07","LEC","Active","FED & NY ST TAX","7711","0"
"QNS01","1122","1","003030","ACCT"," 367","08","LEC","Active","FED & NY ST TAX","7751","0"
"QNS01","1119","1","003033","ACCT"," 372","01","LEC","Active","GOV & INST ACCT","5615","30"
"QNS01","1119","1","003033","ACCT"," 372","02","LEC","Active","GOV & INST ACCT","5617","24"
"QNS01","1119","1","003033","ACCT"," 372","03","LEC","Active","GOV & INST ACCT","5623","26"
"QNS01","1119","1","003033","ACCT"," 372","04","LEC","Active","GOV & INST ACCT","5627","43"
"QNS01","1119","1","003033","ACCT"," 372","05","LEC","Active","GOV & INST ACCT","5641","53"
"QNS01","1119","1","003033","ACCT"," 372","06","LEC","Active","GOV & INST ACCT","5645","34"
"QNS01","1119","1","003033","ACCT"," 372","07","LEC","Active","GOV & INST ACCT","5648","58"
"QNS01","1122","1","003033","ACCT"," 372","01","LEC","Active","GOV & INST ACCT","7829","0"
"QNS01","1122","1","003033","ACCT"," 372","02","LEC","Active","GOV & INST ACCT","7830","0"
"QNS01","1122","1","003033","ACCT"," 372","03","LEC","Active","GOV & INST ACCT","7831","0"
"QNS01","1122","1","003033","ACCT"," 372","04","LEC","Active","GOV & INST ACCT","7833","0"
"QNS01","1122","1","003033","ACCT"," 372","05","LEC","Active","GOV & INST ACCT","7835","0"
"QNS01","1122","1","003033","ACCT"," 372","06","LEC","Active","GOV & INST ACCT","7836","0"
"QNS01","1122","1","003033","ACCT"," 372","07","LEC","Active","GOV & INST ACCT","7838","0"
"QNS01","1119","1","003048","ACCT"," 393W","01","LEC","Active","SEM IN ACCOUNTING","5653","11"
"QNS01","1122","1","003048","ACCT"," 393W","01","LEC","Active","SEM IN ACCOUNTING","7840","0"
"QNS01","1122","1","003048","ACCT"," 393W","2","LEC","Active","SEM IN ACCOUNTING","7842","0"
"QNS01","1119","1","003049","ACCT"," 398","01","LEC","Active","INTERNSHIP","5656","6"
"QNS01","1122","1","003049","ACCT"," 398","01","LEC","Active","INTERNSHIP","7843","0"
"QNS01","1119","1","003061","ACCT"," 707","01","LEC","Active","ISSUES IN MGMT ACCT","5672","31"
"QNS01","1122","1","003061","ACCT"," 707","01","LEC","Active","ISSUES IN MGMT ACCT","7845","0"
"QNS01","1119","1","003062","ACCT"," 712","01","LEC","Active","ADV FIN ACCT THEORY","5675","17"
"QNS01","1119","1","003062","ACCT"," 712","02","LEC","Active","ADV FIN ACCT THEORY","5676","33"
"QNS01","1119","1","003062","ACCT"," 712","03","LEC","Active","ADV FIN ACCT THEORY","5677","19"
"QNS01","1122","1","003062","ACCT"," 712","01","LEC","Active","ADV FIN ACCT THEORY","7847","0"
"QNS01","1122","1","003062","ACCT"," 712","02","LEC","Active","ADV FIN ACCT THEORY","7849","0"
"QNS01","1122","1","003062","ACCT"," 712","03","LEC","Active","ADV FIN ACCT THEORY","7851","0"
"QNS01","1119","1","003063","ACCT"," 723","01","LEC","Active","ADV AUDITING THEORY","5679","30"
"QNS01","1119","1","003063","ACCT"," 723","02","LEC","Active","ADV AUDITING THEORY","5680","30"
"QNS01","1122","1","003063","ACCT"," 723","01","LEC","Active","ADV AUDITING THEORY","7853","0"
"QNS01","1122","1","003063","ACCT"," 723","02","LEC","Active","ADV AUDITING THEORY","7854","0"
"QNS01","1119","1","003064","ACCT"," 747","01","LEC","Active","COMM & ACCOUNTANTS","5683","29"
"QNS01","1119","1","003064","ACCT"," 747","02","LEC","Active","COMM & ACCOUNTANTS","5684","26"
"QNS01","1122","1","003064","ACCT"," 747","01","LEC","Active","COMM & ACCOUNTANTS","7856","0"
"QNS01","1122","1","003064","ACCT"," 747","02","LEC","Active","COMM & ACCOUNTANTS","7857","0"
"QNS01","1122","WIN","003064","ACCT"," 747","01","LEC","Active","COMM & ACCOUNTANTS","7116","0"
"QNS01","1119","1","003065","ACCT"," 748","01","LEC","Active","ADV ACCT INFO SYSTMS","5686","30"
"QNS01","1119","1","003065","ACCT"," 748","02","LEC","Active","ADV ACCT INFO SYSTMS","5688","38"
"QNS01","1122","1","003065","ACCT"," 748","01","LEC","Active","ADV ACCT INFO SYSTMS","7858","0"
"QNS01","1122","1","003065","ACCT"," 748","2","LEC","Active","ADV ACCT INFO SYSTMS","7859","0"
"QNS01","1119","1","003067","ACCT"," 752","01","LEC","Active","ADV STDY IN BUS LAW","5703","15"
"QNS01","1119","1","003067","ACCT"," 752","02","LEC","Active","ADV STDY IN BUS LAW","5713","13"
"QNS01","1119","1","003067","ACCT"," 752","03","LEC","Active","ADV STDY IN BUS LAW","5717","17"
"QNS01","1122","1","003067","ACCT"," 752","01","LEC","Active","ADV STDY IN BUS LAW","7872","0"
"QNS01","1122","1","003067","ACCT"," 752","02","LEC","Active","ADV STDY IN BUS LAW","7873","0"
"QNS01","1122","1","003067","ACCT"," 752","03","LEC","Active","ADV STDY IN BUS LAW","7874","0"
"QNS01","1119","1","003068","ACCT"," 757","01","LEC","Active","TAXATION OF BUS ENTS","5732","30"
"QNS01","1119","1","003068","ACCT"," 757","02","LEC","Active","TAXATION OF BUS ENTS","5739","35"
"QNS01","1122","1","003068","ACCT"," 757","01","LEC","Active","TAXATION OF BUS ENTS","7863","0"
"QNS01","1122","1","003068","ACCT"," 757","02","LEC","Active","TAXATION OF BUS ENTS","7865","0"
"QNS01","1122","1","003069","ACCT"," 758","01","LEC","Active","STATE & LOCAL TAXATN","7866","0"
"QNS01","1119","1","003070","ACCT"," 759","01","LEC","Active","ESTATE & GIFT TAXES","5743","41"
"QNS01","1119","1","003071","ACCT"," 773","01","LEC","Active","GOVT ACCT & AUDIT","5746","33"
"QNS01","1119","1","003071","ACCT"," 773","02","LEC","Cancelled","GOVT ACCT & AUDIT","5751","0"
"QNS01","1122","1","003071","ACCT"," 773","01","LEC","Active","GOVT ACCT & AUDIT","7867","0"
"QNS01","1119","1","003040","ACCT","3911","01","LEC","Active","SPECIAL PROBLEMS","7952","1"
"QNS01","1119","1","003074","ACE","   1","01","LEC","Active","ENGL COMPOSITION","3584","22"
"QNS01","1122","1","003074","ACE","   1","01","LEC","Active","ENGL COMPOSITION","6711","0"
"QNS01","1119","1","003078","ACE","   4","01","LEC","Active","ART & MUSIC SEM","3580","36"
"QNS01","1122","1","003078","ACE","   4","01","LEC","Active","ART & MUSIC SEM","6714","0"
"QNS01","1119","1","003080","ACE","   5W","01","LEC","Active","GREAT WORKS OF LIT","3588","25"
"QNS01","1119","1","003080","ACE","   5W","02","LEC","Active","GREAT WORKS OF LIT","3649","24"
"QNS01","1122","1","003080","ACE","   5W","01","LEC","Active","GREAT WORKS OF LIT","6713","0"
"QNS01","1119","1","003087","ACE","  15","01","LEC","Active","SOC SCIENCE SEM 1","3571","22"
"QNS01","1119","1","003087","ACE","  15","02","LEC","Active","SOC SCIENCE SEM 1","3575","24"
"QNS01","1122","1","003087","ACE","  15","01","LEC","Active","SOC SCIENCE SEM 1","6719","0"
"QNS01","1119","1","003088","ACE","  16","01","LEC","Active","SOC SCIENCE SEM 2","3578","36"
"QNS01","1122","1","003088","ACE","  16","02","LEC","Active","SOC SCIENCE SEM 2","6722","0"
"QNS01","1122","1","003088","ACE","  16","1","LEC","Active","SOC SCIENCE SEM 2","6721","0"
"QNS01","1119","1","003150","AFST"," 101","01","LEC","Active","AFRICAN CIV 1","5731","44"
"QNS01","1119","1","003150","AFST"," 101","02","LEC","Cancelled","AFRICAN CIV 1","5752","0"
"QNS01","1122","1","003151","AFST"," 102","01","LEC","Active","AFRICAN CIV 2","8266","0"
"QNS01","1122","1","003153","AFST"," 201W","01","LEC","Active","BLACK CULTURES","8267","0"
"QNS01","1119","1","003157","AFST"," 232W","01","LEC","Active","CARIBBEAN LIT","5756","24"
"QNS01","1122","1","003157","AFST"," 232W","01","LEC","Active","CARIBBEAN LIT","8269","0"
