"Institution","Term","Session","Course ID","Subject","Catalog#","Section","Component","Class Stat","Class Title","Class#","Total Enrollment"
"QNS01","1112","1","003008","ACCT"," 102","10","LEC","Active","INT TH & PR 2","1044","47"
"QNS01","1116","6W2","003008","ACCT"," 102","01","LEC","Active","INT TH & PR 2","1962","49"
"QNS01","1116","6W2","003008","ACCT"," 102","02","LEC","Active","INT TH & PR 2","1963","45"
"QNS01","1119","1","003008","ACCT"," 102","01","LEC","Active","INT TH & PR 2","4315","36"
"QNS01","1119","1","003008","ACCT"," 102","02","LEC","Active","INT TH & PR 2","4319","38"
"QNS01","1119","1","003008","ACCT"," 102","03","LEC","Active","INT TH & PR 2","4335","55"
"QNS01","1119","1","003008","ACCT"," 102","04","LEC","Active","INT TH & PR 2","4339","39"
"QNS01","1119","1","003008","ACCT"," 102","05","LEC","Active","INT TH & PR 2","4344","48"
"QNS01","1119","1","003008","ACCT"," 102","06","LEC","Active","INT TH & PR 2","5138","37"
"QNS01","1119","1","003008","ACCT"," 102","07","LEC","Active","INT TH & PR 2","5147","31"
"QNS01","1119","1","003008","ACCT"," 102","08","LEC","Active","INT TH & PR 2","5151","12"
"QNS01","1119","1","003008","ACCT"," 102","09","LEC","Active","INT TH & PR 2","5159","26"
"QNS01","1119","1","003008","ACCT"," 102","10","LEC","Cancelled","INT TH & PR 2","5168","0"
"QNS01","1082","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","31772","43"
"QNS01","1082","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","31773","53"
"QNS01","1082","1","003009","ACCT"," 201","03","LEC","Active","INTER ACCT 1","31774","51"
"QNS01","1082","1","003009","ACCT"," 201","04","LEC","Active","INTER ACCT 1","31775","32"
"QNS01","1082","1","003009","ACCT"," 201","05","LEC","Active","INTER ACCT 1","31776","38"
"QNS01","1082","1","003009","ACCT"," 201","06","LEC","Active","INTER ACCT 1","31777","28"
"QNS01","1086","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","7280","46"
"QNS01","1086","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","7281","45"
"QNS01","1089","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","34338","50"
"QNS01","1089","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","34339","52"
"QNS01","1089","1","003009","ACCT"," 201","03","LEC","Active","INTER ACCT 1","34340","51"
"QNS01","1089","1","003009","ACCT"," 201","04","LEC","Active","INTER ACCT 1","34341","62"
"QNS01","1089","1","003009","ACCT"," 201","05","LEC","Active","INTER ACCT 1","34342","57"
"QNS01","1089","1","003009","ACCT"," 201","06","LEC","Active","INTER ACCT 1","34343","36"
"QNS01","1092","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","33072","60"
"QNS01","1092","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","33073","57"
"QNS01","1092","1","003009","ACCT"," 201","03","LEC","Active","INTER ACCT 1","33074","55"
"QNS01","1092","1","003009","ACCT"," 201","04","LEC","Active","INTER ACCT 1","33075","51"
"QNS01","1092","1","003009","ACCT"," 201","05","LEC","Active","INTER ACCT 1","33076","57"
"QNS01","1092","1","003009","ACCT"," 201","06","LEC","Active","INTER ACCT 1","33077","31"
"QNS01","1096","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","7158","34"
"QNS01","1096","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","7159","54"
"QNS01","1099","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","35625","72"
"QNS01","1099","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","35626","65"
"QNS01","1099","1","003009","ACCT"," 201","03","LEC","Active","INTER ACCT 1","35627","59"
"QNS01","1099","1","003009","ACCT"," 201","04","LEC","Active","INTER ACCT 1","35628","51"
"QNS01","1099","1","003009","ACCT"," 201","05","LEC","Active","INTER ACCT 1","35629","53"
"QNS01","1099","1","003009","ACCT"," 201","06","LEC","Active","INTER ACCT 1","35630","46"
"QNS01","1102","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","30001","53"
"QNS01","1102","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","30002","53"
"QNS01","1102","1","003009","ACCT"," 201","03","LEC","Active","INTER ACCT 1","30003","52"
"QNS01","1102","1","003009","ACCT"," 201","04","LEC","Active","INTER ACCT 1","30004","68"
"QNS01","1102","1","003009","ACCT"," 201","05","LEC","Active","INTER ACCT 1","30005","56"
"QNS01","1102","1","003009","ACCT"," 201","06","LEC","Active","INTER ACCT 1","30006","44"
"QNS01","1102","1","003009","ACCT"," 201","07","LEC","Active","INTER ACCT 1","30007","50"
"QNS01","1106","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","9421","40"
"QNS01","1106","1","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","9422","36"
"QNS01","1109","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","39665","54"
"QNS01","1109","1","003009","ACCT"," 201","02","LEC","Cancelled","INTER ACCT 1","39666","0"
"QNS01","1109","1","003009","ACCT"," 201","03","LEC","Active","INTER ACCT 1","39667","41"
"QNS01","1109","1","003009","ACCT"," 201","04","LEC","Active","INTER ACCT 1","39668","53"
"QNS01","1109","1","003009","ACCT"," 201","05","LEC","Active","INTER ACCT 1","39669","54"
"QNS01","1109","1","003009","ACCT"," 201","06","LEC","Active","INTER ACCT 1","39670","52"
"QNS01","1109","1","003009","ACCT"," 201","07","LEC","Active","INTER ACCT 1","39671","48"
"QNS01","1109","1","003009","ACCT"," 201","08","LEC","Active","INTER ACCT 1","39672","50"
"QNS01","1112","1","003009","ACCT"," 201","1","LEC","Active","INTER ACCT 1","1004","48"
"QNS01","1112","1","003009","ACCT"," 201","2","LEC","Active","INTER ACCT 1","1006","41"
"QNS01","1112","1","003009","ACCT"," 201","3","LEC","Active","INTER ACCT 1","1008","48"
"QNS01","1112","1","003009","ACCT"," 201","4","LEC","Active","INTER ACCT 1","1013","40"
"QNS01","1112","1","003009","ACCT"," 201","5","LEC","Active","INTER ACCT 1","1018","39"
"QNS01","1112","1","003009","ACCT"," 201","6","LEC","Active","INTER ACCT 1","1026","35"
"QNS01","1112","1","003009","ACCT"," 201","7","LEC","Active","INTER ACCT 1","1031","31"
"QNS01","1116","6W2","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","1964","20"
"QNS01","1116","6W2","003009","ACCT"," 201","02","LEC","Active","INTER ACCT 1","1998","46"
"QNS01","1119","1","003009","ACCT"," 201","01","LEC","Active","INTER ACCT 1","5174","54"
